Shimmer9507_EMG_CH1_16BIT_CAL
mV
-1.975615711
-1.975615711
-1.947920164
-1.947920164
-1.920224616
-1.920224616
-1.91407005
-1.91407005
-1.920224616
-1.920224616
-1.932533748
-1.932533748
-1.932533748
-1.932533748
-1.941765598
-1.941765598
-1.947920164
-1.947920164
-1.941765598
-1.941765598
-1.944842881
-1.944842881
-1.960229296
-1.960229296
-1.960229296
-1.960229296
-1.978692994
-1.978692994
-1.978692994
-1.978692994
-1.978692994
-1.963306579
-1.963306579
-1.969461145
-1.969461145
-1.960229296
-1.960229296
-1.950997447
-1.950997447
-1.947920164
-1.947920164
-1.929456465
-1.929456465
-1.929456465
-1.929456465
-1.941765598
-1.941765598
-1.95407473
-1.95407473
-1.963306579
-1.963306579
-1.963306579
-1.963306579
-1.963306579
-1.963306579
-1.957152013
-1.957152013
-1.957152013
-1.957152013
-1.969461145
-1.969461145
-1.981770277
-1.981770277
-1.969461145
-1.969461145
-1.95407473
-1.95407473
-1.95407473
-1.95407473
-1.95407473
-1.966383862
-1.966383862
-1.969461145
-1.969461145
-1.972538428
-1.972538428
-1.98484756
-1.98484756
-1.972538428
-1.972538428
-1.975615711
-1.975615711
-1.98484756
-1.98484756
-1.972538428
-1.972538428
-1.981770277
-1.981770277
-1.975615711
-1.975615711
-1.975615711
-1.975615711
-1.972538428
-1.972538428
-1.960229296
-1.960229296
-1.95407473
-1.95407473
-1.960229296
-1.960229296
-1.972538428
-1.972538428
-1.98484756
-1.98484756
-1.994079409
-1.994079409
-1.987924843
-1.987924843
-1.972538428
-1.972538428
-1.972538428
-1.966383862
-1.966383862
-1.972538428
-1.972538428
-1.978692994
-1.978692994
-1.98484756
-1.98484756
-1.991002126
-1.991002126
-1.994079409
-1.994079409
-1.994079409
-1.994079409
-1.98484756
-1.98484756
-1.975615711
-1.975615711
-1.987924843
-1.987924843
-2.009465824
-2.009465824
-2.006388541
-2.006388541
-1.98484756
-1.98484756
-1.975615711
-1.975615711
-1.978692994
-1.978692994
-1.972538428
-1.972538428
-1.972538428
-1.972538428
-1.975615711
-1.975615711
-1.975615711
-1.975615711
-1.975615711
-1.978692994
-1.978692994
-1.991002126
-1.991002126
-2.000233975
-2.000233975
-1.991002126
-1.991002126
-1.975615711
-1.975615711
-1.969461145
-1.969461145
-1.978692994
-1.978692994
-1.987924843
-1.987924843
-2.009465824
-2.009465824
-2.018697673
-2.018697673
-1.987924843
-1.987924843
-1.960229296
-1.960229296
-1.963306579
-1.963306579
-1.969461145
-1.969461145
-1.969461145
-1.969461145
-1.975615711
-1.975615711
-1.981770277
-1.981770277
-2.000233975
-2.000233975
-1.991002126
-1.991002126
-1.991002126
-1.966383862
-1.966383862
-1.966383862
-1.966383862
-1.972538428
-1.972538428
-1.978692994
-1.978692994
-1.981770277
-1.981770277
-1.98484756
-1.98484756
-1.987924843
-1.987924843
-1.978692994
-1.978692994
-1.969461145
-1.969461145
-1.972538428
-1.972538428
-1.975615711
-1.975615711
-1.978692994
-1.978692994
-1.987924843
-1.987924843
-1.991002126
-1.991002126
-1.994079409
-1.994079409
-1.987924843
-1.987924843
-1.978692994
-1.978692994
-1.978692994
-1.978692994
-1.987924843
-1.987924843
-1.987924843
-2.003311258
-2.003311258
-2.003311258
-2.003311258
-1.991002126
-1.991002126
-1.975615711
-1.975615711
-1.966383862
-1.966383862
-1.966383862
-1.966383862
-1.978692994
-1.978692994
-1.987924843
-1.987924843
-1.978692994
-1.978692994
-1.975615711
-1.975615711
-1.972538428
-1.972538428
-1.975615711
-1.975615711
-1.978692994
-1.978692994
-1.981770277
-1.981770277
-1.98484756
-1.98484756
-1.987924843
-1.987924843
-1.978692994
-1.978692994
-1.975615711
-1.975615711
-1.994079409
-1.994079409
-2.003311258
-2.003311258
-2.003311258
-1.994079409
-1.994079409
-1.98484756
-1.98484756
-1.978692994
-1.978692994
-1.975615711
-1.975615711
-1.978692994
-1.978692994
-1.991002126
-1.991002126
-2.003311258
-2.003311258
-1.987924843
-1.987924843
